fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:52	ABCC10	ZFIN:ZDB-GENE-050517-24	abcc10	Yes	Yes	10	10
HGNC:14639	ABCC11	ZFIN:ZDB-GENE-050517-25	abcc12	Yes	No	3	10
HGNC:14640	ABCC12	ZFIN:ZDB-GENE-050517-25	abcc12	Yes	Yes	10	10
HGNC:16022	ABCC13	ZFIN:ZDB-GENE-050517-26	abcc13	Yes	Yes	1	10
HGNC:53	ABCC2	ZFIN:ZDB-GENE-040426-1523	abcc2	Yes	Yes	9	10
HGNC:54	ABCC3	ZFIN:ZDB-GENE-050517-16	abcc3	Yes	Yes	9	10
HGNC:55	ABCC4	ZFIN:ZDB-GENE-030616-511	abcc4	Yes	Yes	10	10
HGNC:56	ABCC5	ZFIN:ZDB-GENE-050517-17	abcc5	Yes	Yes	10	10
HGNC:57	ABCC6	ZFIN:ZDB-GENE-050517-18	abcc6a	Yes	Yes	4	10
HGNC:57	ABCC6	ZFIN:ZDB-GENE-050517-19	abcc6b.1	No	Yes	3	10
HGNC:57	ABCC6	ZFIN:ZDB-GENE-110208-2	abcc6b.2	No	Yes	3	10
HGNC:59	ABCC8	ZFIN:ZDB-GENE-050517-22	abcc8	Yes	Yes	9	10
HGNC:59	ABCC8	ZFIN:ZDB-GENE-120215-45	abcc8b	No	Yes	5	10
HGNC:60	ABCC9	ZFIN:ZDB-GENE-050517-23	abcc9	Yes	Yes	10	10
HGNC:61	ABCD1	ZFIN:ZDB-GENE-050517-27	abcd1	Yes	Yes	10	10
HGNC:67	ABCD3	ZFIN:ZDB-GENE-040426-2868	abcd3a	Yes	Yes	10	10
HGNC:67	ABCD3	ZFIN:ZDB-GENE-050517-29	abcd3b	Yes_Adjusted	Yes	5	10
HGNC:68	ABCD4	ZFIN:ZDB-GENE-050517-30	abcd4	Yes	Yes	10	10
HGNC:69	ABCE1	ZFIN:ZDB-GENE-040426-1995	abce1	Yes	Yes	10	10
HGNC:70	ABCF1	ZFIN:ZDB-GENE-050517-31	abcf1	Yes	Yes	10	10
HGNC:71	ABCF2	ZFIN:ZDB-GENE-030131-8714	abcf2a	Yes	Yes	10	10
HGNC:71	ABCF2	ZFIN:ZDB-GENE-050506-58	abcf2b	Yes	Yes	10	10
HGNC:54751	ABCF2-H2BK1	ZFIN:ZDB-GENE-030131-8714	abcf2a	Yes	No	9	10
HGNC:54751	ABCF2-H2BK1	ZFIN:ZDB-GENE-050506-58	abcf2b	Yes	No	9	10
HGNC:72	ABCF3	ZFIN:ZDB-GENE-050517-32	abcf3	Yes	Yes	5	10
HGNC:73	ABCG1	ZFIN:ZDB-GENE-070424-84	abcg1	Yes	Yes	10	10
HGNC:74	ABCG2	ZFIN:ZDB-GENE-050517-35	abcg2a	Yes	Yes	6	10
HGNC:74	ABCG2	ZFIN:ZDB-GENE-050517-38	abcg2d	No	Yes	3	10
HGNC:13884	ABCG4	ZFIN:ZDB-GENE-050517-39	abcg4a	Yes	Yes	10	10
HGNC:13884	ABCG4	ZFIN:ZDB-GENE-080215-10	abcg4b	Yes	Yes	10	10
HGNC:13886	ABCG5	ZFIN:ZDB-GENE-050517-40	abcg5	Yes	Yes	10	10
HGNC:13887	ABCG8	ZFIN:ZDB-GENE-050517-41	abcg8	Yes	Yes	10	10
HGNC:25656	ABHD10	ZFIN:ZDB-GENE-060526-144	abhd10a	Yes	Yes	10	10
HGNC:25656	ABHD10	ZFIN:ZDB-GENE-041111-196	abhd10b	No	Yes	9	10
HGNC:25656	ABHD10	ZFIN:ZDB-GENE-030131-4199	tagln3b	No	Yes	8	10
HGNC:16407	ABHD11	ZFIN:ZDB-GENE-040909-1	abhd11	Yes	Yes	10	10
HGNC:15868	ABHD12	ZFIN:ZDB-GENE-060929-268	abhd12	Yes	Yes	10	10
HGNC:19837	ABHD12B	ZFIN:ZDB-GENE-060503-474	si:ch211-117n7.6	Yes	Yes	5	10
HGNC:19837	ABHD12B	ZFIN:ZDB-GENE-060503-569	si:ch211-117n7.7	No	Yes	4	10
HGNC:20293	ABHD13	ZFIN:ZDB-GENE-051120-54	abhd13	Yes	Yes	10	10
HGNC:24538	ABHD14A	ZFIN:ZDB-GENE-040426-2428	abhd14a	Yes	Yes	10	10
HGNC:28235	ABHD14B	ZFIN:ZDB-GENE-040426-1342	abhd14b	Yes	Yes	10	10
HGNC:26971	ABHD15	ZFIN:ZDB-GENE-131121-270	abhd15a	Yes	Yes	10	10
HGNC:13921	ABHD16A	ZFIN:ZDB-GENE-010601-2	abhd16a	Yes	Yes	9	10
HGNC:28756	ABHD17A	ZFIN:ZDB-GENE-030131-840	abhd17aa	Yes	Yes	9	10
HGNC:28756	ABHD17A	ZFIN:ZDB-GENE-081105-136	abhd17ab	No	Yes	8	10
HGNC:24278	ABHD17B	ZFIN:ZDB-GENE-040718-244	abhd17b	Yes	Yes	1	10
HGNC:26925	ABHD17C	ZFIN:ZDB-GENE-040426-714	abhd17c	Yes	Yes	9	10
HGNC:26111	ABHD18	ZFIN:ZDB-GENE-050306-53	abhd18	Yes	Yes	10	10
HGNC:18717	ABHD2	ZFIN:ZDB-GENE-040426-784	abhd2a	Yes	Yes	10	10
HGNC:18717	ABHD2	ZFIN:ZDB-GENE-061027-74	abhd2b	Yes	Yes	10	10
HGNC:18718	ABHD3	ZFIN:ZDB-GENE-040912-90	abhd3	Yes	Yes	9	10
HGNC:20154	ABHD4	ZFIN:ZDB-GENE-050417-83	abhd4	Yes	Yes	10	10
HGNC:21398	ABHD6	ZFIN:ZDB-GENE-090925-1	abhd6a	Yes	Yes	10	10
HGNC:21398	ABHD6	ZFIN:ZDB-GENE-070410-104	abhd6b	Yes_Adjusted	Yes	7	10
HGNC:23759	ABHD8	ZFIN:ZDB-GENE-080204-70	abhd8a	No	Yes	4	10
HGNC:23759	ABHD8	ZFIN:ZDB-GENE-130530-805	abhd8b	Yes	Yes	9	10
HGNC:11320	ABI1	ZFIN:ZDB-GENE-040426-1701	abi1a	No	Yes	8	10
HGNC:11320	ABI1	ZFIN:ZDB-GENE-060929-1182	abi1b	Yes	Yes	9	10
HGNC:24011	ABI2	ZFIN:ZDB-GENE-060929-192	abi2a	Yes	Yes	9	10
HGNC:24011	ABI2	ZFIN:ZDB-GENE-060519-5	abi2b	Yes	Yes	9	10
HGNC:29859	ABI3	ZFIN:ZDB-GENE-060929-958	abi3a	No	Yes	5	10
HGNC:29859	ABI3	ZFIN:ZDB-GENE-121214-259	abi3b	Yes	Yes	6	10
HGNC:17265	ABI3BP	ZFIN:ZDB-GENE-030131-6041	abi3bpb	Yes	Yes	10	10
HGNC:1364	ABITRAM	ZFIN:ZDB-GENE-060503-602	abitram	Yes	Yes	10	10
HGNC:76	ABL1	ZFIN:ZDB-GENE-100812-9	abl1	Yes	Yes	8	10
HGNC:77	ABL2	ZFIN:ZDB-GENE-020809-2	abl2	Yes	Yes	10	10
HGNC:78	ABLIM1	ZFIN:ZDB-GENE-080219-41	ablim1a	Yes	Yes	10	10
HGNC:78	ABLIM1	ZFIN:ZDB-GENE-050327-91	ablim1b	Yes_Adjusted	Yes	6	10
HGNC:19195	ABLIM2	ZFIN:ZDB-GENE-100316-5	ablim2	Yes	Yes	10	10
HGNC:29132	ABLIM3	ZFIN:ZDB-GENE-070112-1122	ablim3	Yes	Yes	10	10
HGNC:79	ABO	ZFIN:ZDB-GENE-040426-1117	gbgt1l1	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-060531-71	gbgt1l2	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-040912-46	gbgt1l3	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-031204-4	gbgt1l4	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-080402-11	gbgt1l5	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-060531-59	gbgt1l8	Yes	No	3	10
HGNC:79	ABO	ZFIN:ZDB-GENE-060531-70	gbgt1l9	Yes	No	3	10
HGNC:81	ABR	ZFIN:ZDB-GENE-070705-146	abr	Yes	Yes	3	10
HGNC:30655	ABRA	ZFIN:ZDB-GENE-120730-1	abraa	Yes_Adjusted	Yes	3	10
HGNC:30655	ABRA	ZFIN:ZDB-GENE-040822-7	abrab	Yes	Yes	10	10
HGNC:21230	ABRACL	ZFIN:ZDB-GENE-030131-8594	abracl	Yes	Yes	10	10
HGNC:25829	ABRAXAS1	ZFIN:ZDB-GENE-041010-70	abraxas1	Yes	Yes	10	10
HGNC:28975	ABRAXAS2	ZFIN:ZDB-GENE-040426-2491	abraxas2	Yes	Yes	10	10
HGNC:17369	ABT1	ZFIN:ZDB-GENE-050522-127	abt1	Yes	Yes	10	10
HGNC:18275	ABTB1	ZFIN:ZDB-GENE-141212-241	abtb1	Yes	Yes	10	10
HGNC:23842	ABTB2	ZFIN:ZDB-GENE-100422-13	abtb2a	Yes_Adjusted	Yes	6	10
HGNC:23842	ABTB2	ZFIN:ZDB-GENE-100422-14	abtb2b	Yes	Yes	10	10
HGNC:23844	ABTB3	ZFIN:ZDB-GENE-050419-142	btbd11a	Yes	Yes	9	10
HGNC:23844	ABTB3	ZFIN:ZDB-GENE-050419-99	btbd11b	Yes	Yes	9	10
HGNC:82	ACAA1	ZFIN:ZDB-GENE-040704-48	acaa1	Yes	Yes	10	10
HGNC:83	ACAA2	ZFIN:ZDB-GENE-040426-1996	acaa2	Yes	Yes	10	10
HGNC:84	ACACA	ZFIN:ZDB-GENE-060526-74	acaca	Yes	Yes	9	10
HGNC:85	ACACB	ZFIN:ZDB-GENE-060526-132	acacb	Yes	Yes	9	10
HGNC:30211	ACAD11	ZFIN:ZDB-GENE-040426-814	acad11	Yes	Yes	10	10
HGNC:87	ACAD8	ZFIN:ZDB-GENE-040426-828	acad8	Yes	Yes	10	10
HGNC:21497	ACAD9	ZFIN:ZDB-GENE-060616-196	acad9	Yes	Yes	10	10
HGNC:88	ACADL	ZFIN:ZDB-GENE-040426-771	acadl	Yes	Yes	10	10
HGNC:89	ACADM	ZFIN:ZDB-GENE-040426-1945	acadm	Yes	Yes	10	10
HGNC:90	ACADS	ZFIN:ZDB-GENE-040808-64	acads	Yes	Yes	10	10
HGNC:91	ACADSB	ZFIN:ZDB-GENE-070410-109	acadsb	Yes	Yes	10	10
HGNC:92	ACADVL	ZFIN:ZDB-GENE-030131-899	acadvl	Yes	Yes	10	10
HGNC:319	ACAN	ZFIN:ZDB-GENE-050208-221	acana	Yes_Adjusted	Yes	6	10
HGNC:319	ACAN	ZFIN:ZDB-GENE-100422-16	acanb	Yes	Yes	7	10
HGNC:16467	ACAP1	ZFIN:ZDB-GENE-070112-1242	acap1	Yes	Yes	8	10
HGNC:16469	ACAP2	ZFIN:ZDB-GENE-081104-34	acap2a	No	Yes	6	10
HGNC:16469	ACAP2	ZFIN:ZDB-GENE-050208-640	acap2b	Yes	Yes	10	10
HGNC:16754	ACAP3	ZFIN:ZDB-GENE-030131-1711	acap3a	No	Yes	5	10
HGNC:16754	ACAP3	ZFIN:ZDB-GENE-070209-274	acap3b	Yes	Yes	10	10
HGNC:93	ACAT1	ZFIN:ZDB-GENE-040808-68	acat1	Yes	Yes	10	10
HGNC:94	ACAT2	ZFIN:ZDB-GENE-990714-22	acat2	Yes	Yes	10	10
HGNC:15453	ACBD3	ZFIN:ZDB-GENE-040426-1930	acbd3	Yes	Yes	8	10
HGNC:15453	ACBD3	ZFIN:ZDB-GENE-030131-9798	zgc:162964	No	Yes	3	10
HGNC:23337	ACBD4	ZFIN:ZDB-GENE-040426-2074	acbd4	Yes	Yes	6	10
HGNC:23338	ACBD5	ZFIN:ZDB-GENE-050522-268	acbd5a	Yes	Yes	10	10
HGNC:23338	ACBD5	ZFIN:ZDB-GENE-070705-18	acbd5b	Yes_Adjusted	Yes	3	10
HGNC:23339	ACBD6	ZFIN:ZDB-GENE-030131-2810	acbd6	Yes	Yes	10	10
HGNC:17715	ACBD7	ZFIN:ZDB-GENE-050913-108	acbd7	Yes	Yes	10	10
HGNC:23989	ACCS	ZFIN:ZDB-GENE-050327-39	accs	Yes	Yes	8	10
HGNC:25070	ACD	ZFIN:ZDB-GENE-081022-45	acd	Yes	Yes	7	10
HGNC:2707	ACE	ZFIN:ZDB-GENE-030131-1826	ace	Yes	Yes	10	10
HGNC:13557	ACE2	ZFIN:ZDB-GENE-041114-6	ace2	Yes	Yes	10	10
HGNC:18356	ACER1	ZFIN:ZDB-GENE-050417-70	acer1	Yes	Yes	10	10
HGNC:23675	ACER2	ZFIN:ZDB-GENE-121026-1	acer2	Yes	Yes	10	10
HGNC:16066	ACER3	ZFIN:ZDB-GENE-091204-155	acer3	Yes	Yes	10	10
HGNC:108	ACHE	ZFIN:ZDB-GENE-010906-1	ache	Yes	Yes	8	10
HGNC:17066	ACIN1	ZFIN:ZDB-GENE-030616-583	acin1a	Yes_Adjusted	Yes	6	10
HGNC:17066	ACIN1	ZFIN:ZDB-GENE-030826-12	acin1b	Yes	Yes	8	10
HGNC:23692	ACKR3	ZFIN:ZDB-GENE-070301-5	ackr3a	No	Yes	9	10
HGNC:23692	ACKR3	ZFIN:ZDB-GENE-031116-61	ackr3b	Yes	Yes	10	10
HGNC:1611	ACKR4	ZFIN:ZDB-GENE-070301-6	ackr4a	Yes	Yes	10	10
HGNC:1611	ACKR4	ZFIN:ZDB-GENE-051107-10	ackr4b	Yes	Yes	10	10
HGNC:115	ACLY	ZFIN:ZDB-GENE-031113-1	aclya	Yes	Yes	10	10
HGNC:115	ACLY	ZFIN:ZDB-GENE-090909-2	aclyb	Yes_Adjusted	Yes	6	10
HGNC:19288	ACMSD	ZFIN:ZDB-GENE-070410-103	acmsd	Yes	Yes	10	10
HGNC:117	ACO1	ZFIN:ZDB-GENE-031118-76	aco1	Yes	Yes	10	10
HGNC:118	ACO2	ZFIN:ZDB-GENE-030131-1390	aco2	Yes	Yes	10	10
HGNC:33904	ACOD1	ZFIN:ZDB-GENE-081104-428	acod1	Yes	Yes	9	10
HGNC:33128	ACOT1	ZFIN:ZDB-GENE-041001-182	acot20	Yes	Yes	9	10
HGNC:33128	ACOT1	ZFIN:ZDB-GENE-041001-181	acot21	Yes	Yes	9	10
HGNC:33128	ACOT1	ZFIN:ZDB-GENE-110407-17	acot22	Yes	Yes	9	10
HGNC:18156	ACOT11	ZFIN:ZDB-GENE-050522-538	acot11a	Yes	Yes	10	10
HGNC:18156	ACOT11	ZFIN:ZDB-GENE-051127-37	acot11b	Yes_Adjusted	Yes	4	10
HGNC:20999	ACOT13	ZFIN:ZDB-GENE-060503-437	acot13	Yes	Yes	10	10
HGNC:18431	ACOT2	ZFIN:ZDB-GENE-041001-182	acot20	Yes	Yes	9	10
HGNC:18431	ACOT2	ZFIN:ZDB-GENE-041001-181	acot21	Yes	Yes	9	10
HGNC:18431	ACOT2	ZFIN:ZDB-GENE-110407-17	acot22	Yes	Yes	9	10
HGNC:19748	ACOT4	ZFIN:ZDB-GENE-041001-182	acot20	Yes	Yes	9	10
HGNC:19748	ACOT4	ZFIN:ZDB-GENE-041001-181	acot21	Yes	Yes	9	10
HGNC:19748	ACOT4	ZFIN:ZDB-GENE-110407-17	acot22	Yes	Yes	9	10
HGNC:33159	ACOT6	ZFIN:ZDB-GENE-041001-182	acot20	Yes	No	4	10
HGNC:33159	ACOT6	ZFIN:ZDB-GENE-041001-181	acot21	Yes	No	4	10
HGNC:33159	ACOT6	ZFIN:ZDB-GENE-110407-17	acot22	Yes	No	4	10
HGNC:24157	ACOT7	ZFIN:ZDB-GENE-040912-42	acot7	Yes	Yes	9	10
HGNC:15919	ACOT8	ZFIN:ZDB-GENE-041010-174	acot8	Yes	Yes	10	10
HGNC:17152	ACOT9	ZFIN:ZDB-GENE-040724-139	acot9.1	Yes	Yes	10	10
HGNC:17152	ACOT9	ZFIN:ZDB-GENE-051113-136	acot9.2	Yes	Yes	10	10
HGNC:119	ACOX1	ZFIN:ZDB-GENE-041010-219	acox1	Yes	Yes	10	10
HGNC:121	ACOX3	ZFIN:ZDB-GENE-040426-2163	acox3	Yes	Yes	10	10
HGNC:25621	ACOXL	ZFIN:ZDB-GENE-081107-18	acoxl	Yes	Yes	10	10
HGNC:122	ACP1	ZFIN:ZDB-GENE-050327-12	acp1	Yes	Yes	10	10
HGNC:123	ACP2	ZFIN:ZDB-GENE-050306-40	acp2	Yes	Yes	10	10
HGNC:124	ACP5	ZFIN:ZDB-GENE-040426-2864	acp5a	Yes	Yes	9	10
HGNC:124	ACP5	ZFIN:ZDB-GENE-040718-151	acp5b	Yes_Adjusted	Yes	3	10
HGNC:29609	ACP6	ZFIN:ZDB-GENE-050208-290	acp6	Yes	Yes	10	10
HGNC:33781	ACP7	ZFIN:ZDB-GENE-070615-9	acp7	Yes	Yes	10	10
HGNC:29567	ACSBG1	ZFIN:ZDB-GENE-110914-219	acsbg1	Yes	Yes	10	10
HGNC:24174	ACSBG2	ZFIN:ZDB-GENE-030131-7099	acsbg2	Yes	Yes	9	10
HGNC:26101	ACSF2	ZFIN:ZDB-GENE-060825-7	acsf2	Yes	Yes	10	10
HGNC:27288	ACSF3	ZFIN:ZDB-GENE-121026-3	acsf3	Yes	Yes	9	10
HGNC:3569	ACSL1	ZFIN:ZDB-GENE-050809-115	acsl1a	Yes	Yes	10	10
HGNC:3569	ACSL1	ZFIN:ZDB-GENE-040801-88	acsl1b	Yes_Adjusted	Yes	9	10
HGNC:3570	ACSL3	ZFIN:ZDB-GENE-050420-181	acsl3a	Yes_Adjusted	Yes	6	10
HGNC:3570	ACSL3	ZFIN:ZDB-GENE-030131-492	acsl3b	Yes	Yes	10	10
HGNC:3571	ACSL4	ZFIN:ZDB-GENE-040426-1565	acsl4a	Yes	Yes	10	10
HGNC:3571	ACSL4	ZFIN:ZDB-GENE-030131-6493	acsl4b	No	Yes	1	10
HGNC:16526	ACSL5	ZFIN:ZDB-GENE-040912-169	acsl5	Yes	Yes	10	10
HGNC:16496	ACSL6	ZFIN:ZDB-GENE-030131-6776	acsl6	Yes	Yes	3	10
HGNC:10522	ACSM3	ZFIN:ZDB-GENE-080220-22	acsm3	Yes	Yes	10	10
HGNC:16091	ACSS1	ZFIN:ZDB-GENE-050320-139	acss1	Yes	Yes	9	10
HGNC:15814	ACSS2	ZFIN:ZDB-GENE-040718-388	acss2	Yes	Yes	10	10
HGNC:24723	ACSS3	ZFIN:ZDB-GENE-060503-816	acss3	Yes	Yes	10	10
HGNC:129	ACTA1	ZFIN:ZDB-GENE-050417-267	acta1a	Yes	Yes	6	10
HGNC:129	ACTA1	ZFIN:ZDB-GENE-030131-55	acta1b	No	Yes	4	10
HGNC:130	ACTA2	ZFIN:ZDB-GENE-030131-1229	acta2	Yes	Yes	7	10
HGNC:132	ACTB	ZFIN:ZDB-GENE-000329-1	actb1	Yes	Yes	8	10
HGNC:132	ACTB	ZFIN:ZDB-GENE-000329-3	actb2	Yes	Yes	8	10
HGNC:143	ACTC1	ZFIN:ZDB-GENE-040520-4	actc1a	No	Yes	1	10
HGNC:143	ACTC1	ZFIN:ZDB-GENE-000322-1	actc1b	No	Yes	2	10
HGNC:143	ACTC1	ZFIN:ZDB-GENE-040625-35	actc2	Yes	Yes	7	10
HGNC:144	ACTG1	ZFIN:ZDB-GENE-000329-1	actb1	Yes	No	6	10
HGNC:144	ACTG1	ZFIN:ZDB-GENE-000329-3	actb2	Yes	No	6	10
HGNC:24124	ACTL6A	ZFIN:ZDB-GENE-020419-36	actl6a	Yes	Yes	10	10
HGNC:160	ACTL6B	ZFIN:ZDB-GENE-050522-191	actl6b	Yes	Yes	10	10
HGNC:24758	ACTMAP	ZFIN:ZDB-GENE-061013-199	actmap	Yes	Yes	10	10
HGNC:163	ACTN1	ZFIN:ZDB-GENE-081113-4	actn1	Yes	Yes	9	10
HGNC:164	ACTN2	ZFIN:ZDB-GENE-141114-2	actn2a	No	Yes	1	10
HGNC:164	ACTN2	ZFIN:ZDB-GENE-051127-39	actn2b	Yes	Yes	10	10
HGNC:165	ACTN3	ZFIN:ZDB-GENE-000329-9	actn3a	Yes	Yes	10	10
HGNC:165	ACTN3	ZFIN:ZDB-GENE-030131-2040	actn3b	Yes	Yes	10	10
HGNC:166	ACTN4	ZFIN:ZDB-GENE-030131-940	actn4	Yes	Yes	7	10
HGNC:17372	ACTR10	ZFIN:ZDB-GENE-040426-768	actr10	Yes	Yes	9	10
HGNC:168	ACTR1B	ZFIN:ZDB-GENE-040426-2695	actr1b	Yes	Yes	9	10
HGNC:169	ACTR2	ZFIN:ZDB-GENE-040426-2894	actr2a	Yes	Yes	10	10
HGNC:169	ACTR2	ZFIN:ZDB-GENE-050410-4	actr2b	No	Yes	9	10
HGNC:170	ACTR3	ZFIN:ZDB-GENE-040428-2	actr3	No	Yes	3	10
HGNC:170	ACTR3	ZFIN:ZDB-GENE-070424-10	actr3b	Yes	No	4	10
HGNC:17256	ACTR3B	ZFIN:ZDB-GENE-070424-10	actr3b	Yes	Yes	9	10
HGNC:37282	ACTR3C	ZFIN:ZDB-GENE-070424-10	actr3b	Yes	No	3	10
HGNC:14671	ACTR5	ZFIN:ZDB-GENE-040426-2877	actr5	Yes	Yes	10	10
HGNC:24025	ACTR6	ZFIN:ZDB-GENE-030131-3543	actr6	Yes	Yes	10	10
HGNC:14672	ACTR8	ZFIN:ZDB-GENE-030131-5065	actr8	Yes	Yes	10	10
HGNC:171	ACVR1	ZFIN:ZDB-GENE-990415-9	acvr1l	Yes	Yes	5	10
HGNC:172	ACVR1B	ZFIN:ZDB-GENE-980526-527	acvr1ba	Yes	Yes	9	10
HGNC:172	ACVR1B	ZFIN:ZDB-GENE-131120-9	acvr1bb	Yes	Yes	9	10
HGNC:173	ACVR2A	ZFIN:ZDB-GENE-980526-227	acvr2aa	Yes	Yes	10	10
HGNC:173	ACVR2A	ZFIN:ZDB-GENE-120215-23	acvr2ab	Yes_Adjusted	Yes	6	10
HGNC:174	ACVR2B	ZFIN:ZDB-GENE-980526-549	acvr2ba	Yes	Yes	10	10
HGNC:175	ACVRL1	ZFIN:ZDB-GENE-021003-1	acvrl1	Yes	Yes	6	10
HGNC:177	ACY1	ZFIN:ZDB-GENE-040426-755	acy1	Yes	Yes	10	10
HGNC:24104	ACY3	ZFIN:ZDB-GENE-040718-345	acy3.1	No	Yes	4	10
